year,species_code,sex,sex_desc,length,iss,nss,nhl
1990,10200,2,female,39,3.6089630864870212,7,7
1990,10200,2,female,40,3.795779930108889,7,6
1990,10200,2,female,41,3.801269223212542,7,7
1990,10200,2,female,42,4.044625710737425,7,7
1990,10200,2,female,43,4.13523470070521,9,7
1990,10200,2,female,44,4.311230243085167,7,7
1990,10200,2,female,45,4.111664188237916,5,3
1990,10200,2,female,46,3.3200044472217733,7,6
1990,10200,2,female,47,4.451897880891464,8,5
1990,10200,2,female,48,4.161637909469723,5,5
1990,10200,2,female,49,2.7896908400534817,5,4
1990,10200,2,female,50,2.602154097657505,3,3
1990,10200,2,female,51,1.8611131801955787,4,4
1990,10200,2,female,52,1.2470222591955864,2,2
1990,10200,2,female,53,2.025361981826091,2,2
1990,10200,2,female,55,1.8300399064651909,2,2
1990,21720,0,total,18,1.9701292503883603,1,1
1990,21720,0,total,19,3.6536735966419784,3,1
1990,21720,0,total,20,3.625506929649057,4,1
1990,21720,0,total,20,3.625506929649057,4,2
1990,21720,0,total,21,1.780264496439471,1,1
1990,21720,0,total,23,2.971005771209342,4,3
1990,21720,0,total,23,2.971005771209342,4,1
1990,21720,0,total,24,3.178302967441914,3,3
1990,21720,0,total,25,3.0416705222695457,3,1
1990,21720,0,total,25,3.0416705222695457,3,1
1990,21720,0,total,26,2.545583110258094,1,1
1990,21720,0,total,27,2.6827515069197956,2,1
1990,21720,0,total,27,2.6827515069197956,2,1
1990,21720,0,total,28,3.110690360830409,2,2
1990,21720,0,total,29,1.5285010416997957,1,1
1990,21720,0,total,30,1.9823256226707255,3,2
